Altium Designer Pick and Place Locations
C:\GitHub\AVR64DA64-Breakout\CAD\.\Production\Pick Place for AVR64DA64-BREAKOUT(AVR64DA64-BREAKOUT-JLCPCB).csv

========================================================================================================================
File Design Information:

Date:       20/09/25
Time:       10:08
Revision:   Not in VersionControl
Variant:    AVR64DA64-BREAKOUT-JLCPCB
Units used: mil

"Designator","Comment","Layer","Footprint","Center-X(mil)","Center-Y(mil)","Rotation","Description"
"SW12_PORTB","SWITCH-XUNPU-TS-1088-AR02016","TopLayer","SWITCH-XUNPU-TS-1088-AR02016","-1024.374","-124.527","180","SWITCH,TACT,SMD,2PIN,SMT,TOP ACTUATOR"
"SW12_PORTA","SWITCH-XUNPU-TS-1088-AR02016","TopLayer","SWITCH-XUNPU-TS-1088-AR02016","-1024.374","1120.473","180","SWITCH,TACT,SMD,2PIN,SMT,TOP ACTUATOR"
"SW11_PORTG","SWITCH-XUNPU-TS-1088-AR02016","TopLayer","SWITCH-XUNPU-TS-1088-AR02016","4320.153","-150.000","180","SWITCH,TACT,SMD,2PIN,SMT,TOP ACTUATOR"
"SW11_PORTF","SWITCH-XUNPU-TS-1088-AR02016","TopLayer","SWITCH-XUNPU-TS-1088-AR02016","4320.153","-1395.000","180","SWITCH,TACT,SMD,2PIN,SMT,TOP ACTUATOR"
"SW11_PORTE","SWITCH-XUNPU-TS-1088-AR02016","TopLayer","SWITCH-XUNPU-TS-1088-AR02016","4320.153","-2640.000","180","SWITCH,TACT,SMD,2PIN,SMT,TOP ACTUATOR"
"SW11_PORTD","SWITCH-XUNPU-TS-1088-AR02016","TopLayer","SWITCH-XUNPU-TS-1088-AR02016","-1024.374","-3064.527","0","SWITCH,TACT,SMD,2PIN,SMT,TOP ACTUATOR"
"SW11_PORTC","SWITCH-XUNPU-TS-1088-AR02016","TopLayer","SWITCH-XUNPU-TS-1088-AR02016","-1024.221","-1819.527","0","SWITCH,TACT,SMD,2PIN,SMT,TOP ACTUATOR"
"SW11_PORTB","SWITCH-XUNPU-TS-1088-AR02016","TopLayer","SWITCH-XUNPU-TS-1088-AR02016","-1024.374","-574.527","0","SWITCH,TACT,SMD,2PIN,SMT,TOP ACTUATOR"
"SW11_PORTA","SWITCH-XUNPU-TS-1088-AR02016","TopLayer","SWITCH-XUNPU-TS-1088-AR02016","-1024.374","670.473","0","SWITCH,TACT,SMD,2PIN,SMT,TOP ACTUATOR"
"SW10_PORTG","SWITCH-XUNPU-TS-1088-AR02016","TopLayer","SWITCH-XUNPU-TS-1088-AR02016","4320.153","-450.000","0","SWITCH,TACT,SMD,2PIN,SMT,TOP ACTUATOR"
"SW10_PORTF","SWITCH-XUNPU-TS-1088-AR02016","TopLayer","SWITCH-XUNPU-TS-1088-AR02016","4320.153","-1695.000","0","SWITCH,TACT,SMD,2PIN,SMT,TOP ACTUATOR"
"SW10_PORTE","SWITCH-XUNPU-TS-1088-AR02016","TopLayer","SWITCH-XUNPU-TS-1088-AR02016","4320.153","-2940.000","0","SWITCH,TACT,SMD,2PIN,SMT,TOP ACTUATOR"
"SW10_PORTD","SWITCH-XUNPU-TS-1088-AR02016","TopLayer","SWITCH-XUNPU-TS-1088-AR02016","-1024.374","-2764.527","180","SWITCH,TACT,SMD,2PIN,SMT,TOP ACTUATOR"
"SW10_PORTC","SWITCH-XUNPU-TS-1088-AR02016","TopLayer","SWITCH-XUNPU-TS-1088-AR02016","-1024.221","-1519.527","180","SWITCH,TACT,SMD,2PIN,SMT,TOP ACTUATOR"
"SW10_PORTB","SWITCH-XUNPU-TS-1088-AR02016","TopLayer","SWITCH-XUNPU-TS-1088-AR02016","-1024.374","-274.527","180","SWITCH,TACT,SMD,2PIN,SMT,TOP ACTUATOR"
"SW10_PORTA","SWITCH-XUNPU-TS-1088-AR02016","TopLayer","SWITCH-XUNPU-TS-1088-AR02016","-1024.374","970.473","180","SWITCH,TACT,SMD,2PIN,SMT,TOP ACTUATOR"
"SW9_PORTG","SWITCH-XUNPU-TS-1088-AR02016","TopLayer","SWITCH-XUNPU-TS-1088-AR02016","4320.153","-300.000","180","SWITCH,TACT,SMD,2PIN,SMT,TOP ACTUATOR"
"SW9_PORTF","SWITCH-XUNPU-TS-1088-AR02016","TopLayer","SWITCH-XUNPU-TS-1088-AR02016","4320.153","-1545.000","180","SWITCH,TACT,SMD,2PIN,SMT,TOP ACTUATOR"
"SW9_PORTE","SWITCH-XUNPU-TS-1088-AR02016","TopLayer","SWITCH-XUNPU-TS-1088-AR02016","4320.153","-2790.000","180","SWITCH,TACT,SMD,2PIN,SMT,TOP ACTUATOR"
"SW9_PORTD","SWITCH-XUNPU-TS-1088-AR02016","TopLayer","SWITCH-XUNPU-TS-1088-AR02016","-1024.374","-2914.527","0","SWITCH,TACT,SMD,2PIN,SMT,TOP ACTUATOR"
"SW9_PORTC","SWITCH-XUNPU-TS-1088-AR02016","TopLayer","SWITCH-XUNPU-TS-1088-AR02016","-1024.221","-1669.527","0","SWITCH,TACT,SMD,2PIN,SMT,TOP ACTUATOR"
"SW9_PORTB","SWITCH-XUNPU-TS-1088-AR02016","TopLayer","SWITCH-XUNPU-TS-1088-AR02016","-1024.374","-424.527","0","SWITCH,TACT,SMD,2PIN,SMT,TOP ACTUATOR"
"SW9_PORTA","SWITCH-XUNPU-TS-1088-AR02016","TopLayer","SWITCH-XUNPU-TS-1088-AR02016","-1024.374","820.473","0","SWITCH,TACT,SMD,2PIN,SMT,TOP ACTUATOR"
"SW6","SWITCH-XUNPU-TS-1088-AR02016","TopLayer","SWITCH-XUNPU-TS-1088-AR02016","2159.449","-1845.472","180","SWITCH,TACT,SMD,2PIN,SMT,TOP ACTUATOR"
"R37_PORTG","RESC0603","TopLayer","RESC0603","2670.150","-825.003","0","RESISTOR,4K7,1%,100mW,0603 (1608)"
"R37_PORTF","RESC0603","TopLayer","RESC0603","2670.150","-2070.003","0","RESISTOR,4K7,1%,100mW,0603 (1608)"
"R37_PORTE","RESC0603","TopLayer","RESC0603","2670.150","-3315.003","0","RESISTOR,4K7,1%,100mW,0603 (1608)"
"R37_PORTD","RESC0603","TopLayer","RESC0603","625.629","-2389.524","180","RESISTOR,4K7,1%,100mW,0603 (1608)"
"R37_PORTC","RESC0603","TopLayer","RESC0603","625.783","-1144.524","180","RESISTOR,4K7,1%,100mW,0603 (1608)"
"R37_PORTB","RESC0603","TopLayer","RESC0603","625.629","100.476","180","RESISTOR,4K7,1%,100mW,0603 (1608)"
"R37_PORTA","RESC0603","TopLayer","RESC0603","625.630","1345.476","180","RESISTOR,4K7,1%,100mW,0603 (1608)"
"R36_PORTG","RESC0603","TopLayer","RESC0603","2672.315","-675.003","0","RESISTOR,4K7,1%,100mW,0603 (1608)"
"R36_PORTF","RESC0603","TopLayer","RESC0603","2672.315","-1920.003","0","RESISTOR,4K7,1%,100mW,0603 (1608)"
"R36_PORTE","RESC0603","TopLayer","RESC0603","2672.315","-3165.003","0","RESISTOR,4K7,1%,100mW,0603 (1608)"
"R36_PORTD","RESC0603","TopLayer","RESC0603","623.464","-2539.524","180","RESISTOR,4K7,1%,100mW,0603 (1608)"
"R36_PORTC","RESC0603","TopLayer","RESC0603","623.617","-1294.524","180","RESISTOR,4K7,1%,100mW,0603 (1608)"
"R36_PORTB","RESC0603","TopLayer","RESC0603","623.464","-49.524","180","RESISTOR,4K7,1%,100mW,0603 (1608)"
"R36_PORTA","RESC0603","TopLayer","RESC0603","623.464","1195.476","180","RESISTOR,4K7,1%,100mW,0603 (1608)"
"R35_PORTG","RESC0603","TopLayer","RESC0603","2674.481","-525.003","0","RESISTOR,4K7,1%,100mW,0603 (1608)"
"R35_PORTF","RESC0603","TopLayer","RESC0603","2674.481","-1770.003","0","RESISTOR,4K7,1%,100mW,0603 (1608)"
"R35_PORTE","RESC0603","TopLayer","RESC0603","2674.481","-3015.003","0","RESISTOR,4K7,1%,100mW,0603 (1608)"
"R35_PORTD","RESC0603","TopLayer","RESC0603","621.299","-2689.524","180","RESISTOR,4K7,1%,100mW,0603 (1608)"
"R35_PORTC","RESC0603","TopLayer","RESC0603","621.452","-1444.524","180","RESISTOR,4K7,1%,100mW,0603 (1608)"
"R35_PORTB","RESC0603","TopLayer","RESC0603","621.299","-199.524","180","RESISTOR,4K7,1%,100mW,0603 (1608)"
"R35_PORTA","RESC0603","TopLayer","RESC0603","621.299","1045.476","180","RESISTOR,4K7,1%,100mW,0603 (1608)"
"R34_PORTG","RESC0603","TopLayer","RESC0603","2672.315","-375.003","0","RESISTOR,4K7,1%,100mW,0603 (1608)"
"R34_PORTF","RESC0603","TopLayer","RESC0603","2672.315","-1620.003","0","RESISTOR,4K7,1%,100mW,0603 (1608)"
"R34_PORTE","RESC0603","TopLayer","RESC0603","2672.315","-2865.003","0","RESISTOR,4K7,1%,100mW,0603 (1608)"
"R34_PORTD","RESC0603","TopLayer","RESC0603","623.464","-2839.524","180","RESISTOR,4K7,1%,100mW,0603 (1608)"
"R34_PORTC","RESC0603","TopLayer","RESC0603","623.617","-1594.524","180","RESISTOR,4K7,1%,100mW,0603 (1608)"
"R34_PORTB","RESC0603","TopLayer","RESC0603","623.464","-349.524","180","RESISTOR,4K7,1%,100mW,0603 (1608)"
"R34_PORTA","RESC0603","TopLayer","RESC0603","623.464","895.476","180","RESISTOR,4K7,1%,100mW,0603 (1608)"
"R33_PORTG","RESC0603","TopLayer","RESC0603","2670.150","-225.003","0","RESISTOR,4K7,1%,100mW,0603 (1608)"
"R33_PORTF","RESC0603","TopLayer","RESC0603","2670.150","-1470.003","0","RESISTOR,4K7,1%,100mW,0603 (1608)"
"R33_PORTE","RESC0603","TopLayer","RESC0603","2670.150","-2715.003","0","RESISTOR,4K7,1%,100mW,0603 (1608)"
"R33_PORTD","RESC0603","TopLayer","RESC0603","625.629","-2989.524","180","RESISTOR,4K7,1%,100mW,0603 (1608)"
"R33_PORTC","RESC0603","TopLayer","RESC0603","625.783","-1744.524","180","RESISTOR,4K7,1%,100mW,0603 (1608)"
"R33_PORTB","RESC0603","TopLayer","RESC0603","625.629","-499.524","180","RESISTOR,4K7,1%,100mW,0603 (1608)"
"R33_PORTA","RESC0603","TopLayer","RESC0603","625.629","745.476","180","RESISTOR,4K7,1%,100mW,0603 (1608)"
"R32_PORTG","RESC0603","TopLayer","RESC0603","2672.315","-75.003","0","RESISTOR,4K7,1%,100mW,0603 (1608)"
"R32_PORTF","RESC0603","TopLayer","RESC0603","2672.315","-1320.003","0","RESISTOR,4K7,1%,100mW,0603 (1608)"
"R32_PORTE","RESC0603","TopLayer","RESC0603","2672.315","-2565.003","0","RESISTOR,4K7,1%,100mW,0603 (1608)"
"R32_PORTD","RESC0603","TopLayer","RESC0603","623.464","-3139.524","180","RESISTOR,4K7,1%,100mW,0603 (1608)"
"R32_PORTC","RESC0603","TopLayer","RESC0603","623.617","-1894.524","180","RESISTOR,4K7,1%,100mW,0603 (1608)"
"R32_PORTB","RESC0603","TopLayer","RESC0603","623.464","-649.524","180","RESISTOR,4K7,1%,100mW,0603 (1608)"
"R32_PORTA","RESC0603","TopLayer","RESC0603","623.464","595.476","180","RESISTOR,4K7,1%,100mW,0603 (1608)"
"R31_PORTG","RESC0603","TopLayer","RESC0603","2672.315","74.997","0","RESISTOR,4K7,1%,100mW,0603 (1608)"
"R31_PORTF","RESC0603","TopLayer","RESC0603","2672.315","-1170.003","0","RESISTOR,4K7,1%,100mW,0603 (1608)"
"R31_PORTE","RESC0603","TopLayer","RESC0603","2672.315","-2415.003","0","RESISTOR,4K7,1%,100mW,0603 (1608)"
"R31_PORTD","RESC0603","TopLayer","RESC0603","623.464","-3289.524","180","RESISTOR,4K7,1%,100mW,0603 (1608)"
"R31_PORTC","RESC0603","TopLayer","RESC0603","623.617","-2044.524","180","RESISTOR,4K7,1%,100mW,0603 (1608)"
"R31_PORTB","RESC0603","TopLayer","RESC0603","623.464","-799.524","180","RESISTOR,4K7,1%,100mW,0603 (1608)"
"R31_PORTA","RESC0603","TopLayer","RESC0603","623.464","445.476","180","RESISTOR,4K7,1%,100mW,0603 (1608)"
"R30_PORTG","RESC0603","TopLayer","RESC0603","2672.315","224.997","0","RESISTOR,4K7,1%,100mW,0603 (1608)"
"R30_PORTF","RESC0603","TopLayer","RESC0603","2672.315","-1020.003","0","RESISTOR,4K7,1%,100mW,0603 (1608)"
"R30_PORTE","RESC0603","TopLayer","RESC0603","2672.315","-2265.003","0","RESISTOR,4K7,1%,100mW,0603 (1608)"
"R30_PORTD","RESC0603","TopLayer","RESC0603","623.464","-3439.524","180","RESISTOR,4K7,1%,100mW,0603 (1608)"
"R30_PORTC","RESC0603","TopLayer","RESC0603","623.617","-2194.524","180","RESISTOR,4K7,1%,100mW,0603 (1608)"
"R30_PORTB","RESC0603","TopLayer","RESC0603","623.464","-949.524","180","RESISTOR,4K7,1%,100mW,0603 (1608)"
"R30_PORTA","RESC0603","TopLayer","RESC0603","623.464","295.476","180","RESISTOR,4K7,1%,100mW,0603 (1608)"
"R29_PORTG","RESC0603","TopLayer","RESC0603","4120.153","-850.000","180","RESISTOR,10K,1%,100mW,0603 (1608)"
"R29_PORTF","RESC0603","TopLayer","RESC0603","4120.153","-2095.000","180","RESISTOR,10K,1%,100mW,0603 (1608)"
"R29_PORTE","RESC0603","TopLayer","RESC0603","4120.153","-3340.000","180","RESISTOR,10K,1%,100mW,0603 (1608)"
"R29_PORTD","RESC0603","TopLayer","RESC0603","-824.374","-2364.527","0","RESISTOR,10K,1%,100mW,0603 (1608)"
"R29_PORTC","RESC0603","TopLayer","RESC0603","-824.221","-1119.527","0","RESISTOR,10K,1%,100mW,0603 (1608)"
"R29_PORTB","RESC0603","TopLayer","RESC0603","-824.374","125.473","0","RESISTOR,10K,1%,100mW,0603 (1608)"
"R29_PORTA","RESC0603","TopLayer","RESC0603","-824.374","1370.473","0","RESISTOR,10K,1%,100mW,0603 (1608)"
"R28_PORTG","RESC0603","TopLayer","RESC0603","4120.153","-925.000","180","RESISTOR,10K,1%,100mW,0603 (1608)"
"R28_PORTF","RESC0603","TopLayer","RESC0603","4120.153","-2170.000","180","RESISTOR,10K,1%,100mW,0603 (1608)"
"R28_PORTE","RESC0603","TopLayer","RESC0603","4120.153","-3415.000","180","RESISTOR,10K,1%,100mW,0603 (1608)"
"R28_PORTD","RESC0603","TopLayer","RESC0603","-824.374","-2289.527","0","RESISTOR,10K,1%,100mW,0603 (1608)"
"R28_PORTC","RESC0603","TopLayer","RESC0603","-824.221","-1044.527","0","RESISTOR,10K,1%,100mW,0603 (1608)"
"R28_PORTB","RESC0603","TopLayer","RESC0603","-824.374","200.473","0","RESISTOR,10K,1%,100mW,0603 (1608)"
"R28_PORTA","RESC0603","TopLayer","RESC0603","-824.374","1445.473","0","RESISTOR,10K,1%,100mW,0603 (1608)"
"R27_PORTG","RESC0603","TopLayer","RESC0603","3770.153","-925.000","0","RESISTOR,10K,1%,100mW,0603 (1608)"
"R27_PORTF","RESC0603","TopLayer","RESC0603","3770.153","-2170.000","0","RESISTOR,10K,1%,100mW,0603 (1608)"
"R27_PORTE","RESC0603","TopLayer","RESC0603","3770.153","-3415.000","0","RESISTOR,10K,1%,100mW,0603 (1608)"
"R27_PORTD","RESC0603","TopLayer","RESC0603","-474.374","-2289.527","180","RESISTOR,10K,1%,100mW,0603 (1608)"
"R27_PORTC","RESC0603","TopLayer","RESC0603","-474.221","-1044.527","180","RESISTOR,10K,1%,100mW,0603 (1608)"
"R27_PORTB","RESC0603","TopLayer","RESC0603","-474.374","200.473","180","RESISTOR,10K,1%,100mW,0603 (1608)"
"R27_PORTA","RESC0603","TopLayer","RESC0603","-474.374","1445.473","180","RESISTOR,10K,1%,100mW,0603 (1608)"
"R26_PORTG","RESC0603","TopLayer","RESC0603","3770.153","-850.000","0","RESISTOR,10K,1%,100mW,0603 (1608)"
"R26_PORTF","RESC0603","TopLayer","RESC0603","3770.153","-2095.000","0","RESISTOR,10K,1%,100mW,0603 (1608)"
"R26_PORTE","RESC0603","TopLayer","RESC0603","3770.153","-3340.000","0","RESISTOR,10K,1%,100mW,0603 (1608)"
"R26_PORTD","RESC0603","TopLayer","RESC0603","-474.374","-2364.527","180","RESISTOR,10K,1%,100mW,0603 (1608)"
"R26_PORTC","RESC0603","TopLayer","RESC0603","-474.221","-1119.527","180","RESISTOR,10K,1%,100mW,0603 (1608)"
"R26_PORTB","RESC0603","TopLayer","RESC0603","-474.374","125.473","180","RESISTOR,10K,1%,100mW,0603 (1608)"
"R26_PORTA","RESC0603","TopLayer","RESC0603","-474.374","1370.473","180","RESISTOR,10K,1%,100mW,0603 (1608)"
"R25_PORTG","RESC0603","TopLayer","RESC0603","3770.153","100.000","0","RESISTOR,10K,1%,100mW,0603 (1608)"
"R25_PORTF","RESC0603","TopLayer","RESC0603","3770.153","-1145.000","0","RESISTOR,10K,1%,100mW,0603 (1608)"
"R25_PORTE","RESC0603","TopLayer","RESC0603","3770.153","-2390.000","0","RESISTOR,10K,1%,100mW,0603 (1608)"
"R25_PORTD","RESC0603","TopLayer","RESC0603","-474.374","-3314.527","180","RESISTOR,10K,1%,100mW,0603 (1608)"
"R25_PORTC","RESC0603","TopLayer","RESC0603","-474.221","-2069.527","180","RESISTOR,10K,1%,100mW,0603 (1608)"
"R25_PORTB","RESC0603","TopLayer","RESC0603","-474.374","-824.527","180","RESISTOR,10K,1%,100mW,0603 (1608)"
"R25_PORTA","RESC0603","TopLayer","RESC0603","-474.374","420.473","180","RESISTOR,10K,1%,100mW,0603 (1608)"
"R24_PORTG","RESC0603","TopLayer","RESC0603","3770.153","175.000","0","RESISTOR,10K,1%,100mW,0603 (1608)"
"R24_PORTF","RESC0603","TopLayer","RESC0603","3770.153","-1070.000","0","RESISTOR,10K,1%,100mW,0603 (1608)"
"R24_PORTE","RESC0603","TopLayer","RESC0603","3770.153","-2315.000","0","RESISTOR,10K,1%,100mW,0603 (1608)"
"R24_PORTD","RESC0603","TopLayer","RESC0603","-474.374","-3389.527","180","RESISTOR,10K,1%,100mW,0603 (1608)"
"R24_PORTC","RESC0603","TopLayer","RESC0603","-474.221","-2144.527","180","RESISTOR,10K,1%,100mW,0603 (1608)"
"R24_PORTB","RESC0603","TopLayer","RESC0603","-474.374","-899.527","180","RESISTOR,10K,1%,100mW,0603 (1608)"
"R24_PORTA","RESC0603","TopLayer","RESC0603","-474.374","345.473","180","RESISTOR,10K,1%,100mW,0603 (1608)"
"R23_PORTG","RESC0603","TopLayer","RESC0603","4120.153","175.000","180","RESISTOR,10K,1%,100mW,0603 (1608)"
"R23_PORTF","RESC0603","TopLayer","RESC0603","4120.153","-1070.000","180","RESISTOR,10K,1%,100mW,0603 (1608)"
"R23_PORTE","RESC0603","TopLayer","RESC0603","4120.153","-2315.000","180","RESISTOR,10K,1%,100mW,0603 (1608)"
"R23_PORTD","RESC0603","TopLayer","RESC0603","-824.374","-3389.527","0","RESISTOR,10K,1%,100mW,0603 (1608)"
"R23_PORTC","RESC0603","TopLayer","RESC0603","-824.221","-2144.527","0","RESISTOR,10K,1%,100mW,0603 (1608)"
"R23_PORTB","RESC0603","TopLayer","RESC0603","-824.374","-899.527","0","RESISTOR,10K,1%,100mW,0603 (1608)"
"R23_PORTA","RESC0603","TopLayer","RESC0603","-824.374","345.473","0","RESISTOR,10K,1%,100mW,0603 (1608)"
"R22_PORTG","RESC0603","TopLayer","RESC0603","4120.153","100.000","180","RESISTOR,10K,1%,100mW,0603 (1608)"
"R22_PORTF","RESC0603","TopLayer","RESC0603","4120.153","-1145.000","180","RESISTOR,10K,1%,100mW,0603 (1608)"
"R22_PORTE","RESC0603","TopLayer","RESC0603","4120.153","-2390.000","180","RESISTOR,10K,1%,100mW,0603 (1608)"
"R22_PORTD","RESC0603","TopLayer","RESC0603","-824.374","-3314.527","0","RESISTOR,10K,1%,100mW,0603 (1608)"
"R22_PORTC","RESC0603","TopLayer","RESC0603","-824.221","-2069.527","0","RESISTOR,10K,1%,100mW,0603 (1608)"
"R22_PORTB","RESC0603","TopLayer","RESC0603","-824.374","-824.527","0","RESISTOR,10K,1%,100mW,0603 (1608)"
"R22_PORTA","RESC0603","TopLayer","RESC0603","-824.374","420.473","0","RESISTOR,10K,1%,100mW,0603 (1608)"
"R21","RESC0603","TopLayer","RESC0603","4180.000","1495.000","0","RESISTOR,470R,1%,100mW,0603 (1608)"
"R20","RESC0603","TopLayer","RESC0603","4180.000","1425.000","0","RESISTOR,470R,1%,100mW,0603 (1608)"
"R19","RESC0603","TopLayer","RESC0603","4690.000","730.000","270","RESISTOR,470R,1%,100mW,0603 (1608)"
"R18","RESC0603","TopLayer","RESC0603","4690.000","615.000","90","RESISTOR,10K,1%,100mW,0603 (1608)"
"R17","RESC0603","TopLayer","RESC0603","1187.992","-232.284","270","RESISTOR,10K,1%,100mW,0603 (1608)"
"R16","RESC0603","TopLayer","RESC0603","1548.934","-640.748","270","RESISTOR,470R,1%,100mW,0603 (1608)"
"R15","RESC0603","TopLayer","RESC0603","1416.339","193.898","180","RESISTOR,18K,1%,100mW,0603 (1608)"
"R14","RESC0603","TopLayer","RESC0603","1680.118","744.095","0","RESISTOR,1K,1%,100mW,0603 (1608)"
"R13","RESC0603","TopLayer","RESC0603","1478.934","-640.748","270","RESISTOR,1K,1%,100mW,0603 (1608)"
"R12","RESC0603","TopLayer","RESC0603","1289.724","-630.905","270","RESISTOR,470R,1%,100mW,0603 (1608)"
"R11","RESC0603","TopLayer","RESC0603","1160.000","920.000","90","RESISTOR,1K,1%,100mW,0603 (1608)"
"R10","RESC0603","TopLayer","RESC0603","2083.662","-1709.646","90","RESISTOR,470R,1%,100mW,0603 (1608)"
"R9","RESC0603","TopLayer","RESC0603","2785.000","609.213","90","RESISTOR,4K7,1%,100mW,0603 (1608)"
"R8","RESC0603","TopLayer","RESC0603","2555.000","479.213","90","RESISTOR,4K7,1%,100mW,0603 (1608)"
"R7","RESC0603","TopLayer","RESC0603","2765.000","479.213","90","RESISTOR,4K7,1%,100mW,0603 (1608)"
"R6","RESC0603","TopLayer","RESC0603","1685.000","-4530.000","270","RESISTOR,4K7,1%,100mW,0603 (1608)"
"R5","RESC0603","TopLayer","RESC0603","1620.000","-4530.000","270","RESISTOR,4K7,1%,100mW,0603 (1608)"
"R4","RESC0603","TopLayer","RESC0603","1276.811","-3250.276","0","RESISTOR,4K7,1%,100mW,0603 (1608)"
"R3","RESC0603","TopLayer","RESC0603","1276.811","-3310.276","0","RESISTOR,4K7,1%,100mW,0603 (1608)"
"R2","RESC0603","TopLayer","RESC0603","1945.000","-3370.000","270","RESISTOR,1K,1%,100mW,0603 (1608)"
"R1","RESC0603","TopLayer","RESC0603","2145.000","-3370.000","270","RESISTOR,1K,1%,100mW,0603 (1608)"
"D13_PORTG","KT-0603W","TopLayer","LED-0603-GREEN","2670.153","-900.000","0","LED,SMD,WHITE,42mCd,0603"
"D13_PORTF","KT-0603W","TopLayer","LED-0603-GREEN","2670.153","-2145.000","0","LED,SMD,WHITE,42mCd,0603"
"D13_PORTE","KT-0603W","TopLayer","LED-0603-GREEN","2670.153","-3390.000","0","LED,SMD,WHITE,42mCd,0603"
"D13_PORTD","KT-0603W","TopLayer","LED-0603-GREEN","625.626","-2314.527","180","LED,SMD,WHITE,42mCd,0603"
"D13_PORTC","KT-0603W","TopLayer","LED-0603-GREEN","625.779","-1069.527","180","LED,SMD,WHITE,42mCd,0603"
"D13_PORTB","KT-0603W","TopLayer","LED-0603-GREEN","625.626","175.473","180","LED,SMD,WHITE,42mCd,0603"
"D13_PORTA","KT-0603W","TopLayer","LED-0603-GREEN","625.626","1420.473","180","LED,SMD,WHITE,42mCd,0603"
"D12_PORTG","KT-0603W","TopLayer","LED-0603-GREEN","2672.319","-750.000","0","LED,SMD,WHITE,42mCd,0603"
"D12_PORTF","KT-0603W","TopLayer","LED-0603-GREEN","2672.319","-1995.000","0","LED,SMD,WHITE,42mCd,0603"
"D12_PORTE","KT-0603W","TopLayer","LED-0603-GREEN","2672.319","-3240.000","0","LED,SMD,WHITE,42mCd,0603"
"D12_PORTD","KT-0603W","TopLayer","LED-0603-GREEN","623.461","-2464.527","180","LED,SMD,WHITE,42mCd,0603"
"D12_PORTC","KT-0603W","TopLayer","LED-0603-GREEN","623.614","-1219.527","180","LED,SMD,WHITE,42mCd,0603"
"D12_PORTB","KT-0603W","TopLayer","LED-0603-GREEN","623.461","25.473","180","LED,SMD,WHITE,42mCd,0603"
"D12_PORTA","KT-0603W","TopLayer","LED-0603-GREEN","623.461","1270.473","180","LED,SMD,WHITE,42mCd,0603"
"D11_PORTG","KT-0603W","TopLayer","LED-0603-GREEN","2674.484","-600.000","0","LED,SMD,WHITE,42mCd,0603"
"D11_PORTF","KT-0603W","TopLayer","LED-0603-GREEN","2674.484","-1845.000","0","LED,SMD,WHITE,42mCd,0603"
"D11_PORTE","KT-0603W","TopLayer","LED-0603-GREEN","2674.484","-3090.000","0","LED,SMD,WHITE,42mCd,0603"
"D11_PORTD","KT-0603W","TopLayer","LED-0603-GREEN","621.295","-2614.527","180","LED,SMD,WHITE,42mCd,0603"
"D11_PORTC","KT-0603W","TopLayer","LED-0603-GREEN","621.449","-1369.527","180","LED,SMD,WHITE,42mCd,0603"
"D11_PORTB","KT-0603W","TopLayer","LED-0603-GREEN","621.295","-124.527","180","LED,SMD,WHITE,42mCd,0603"
"D11_PORTA","KT-0603W","TopLayer","LED-0603-GREEN","621.296","1120.473","180","LED,SMD,WHITE,42mCd,0603"
"D10_PORTG","KT-0603W","TopLayer","LED-0603-GREEN","2672.319","-450.000","0","LED,SMD,WHITE,42mCd,0603"
"D10_PORTF","KT-0603W","TopLayer","LED-0603-GREEN","2672.319","-1695.000","0","LED,SMD,WHITE,42mCd,0603"
"D10_PORTE","KT-0603W","TopLayer","LED-0603-GREEN","2672.319","-2940.000","0","LED,SMD,WHITE,42mCd,0603"
"D10_PORTD","KT-0603W","TopLayer","LED-0603-GREEN","623.461","-2764.527","180","LED,SMD,WHITE,42mCd,0603"
"D10_PORTC","KT-0603W","TopLayer","LED-0603-GREEN","623.614","-1519.527","180","LED,SMD,WHITE,42mCd,0603"
"D10_PORTB","KT-0603W","TopLayer","LED-0603-GREEN","623.461","-274.527","180","LED,SMD,WHITE,42mCd,0603"
"D10_PORTA","KT-0603W","TopLayer","LED-0603-GREEN","623.461","970.473","180","LED,SMD,WHITE,42mCd,0603"
"D9_PORTG","KT-0603W","TopLayer","LED-0603-GREEN","2670.153","-300.000","0","LED,SMD,WHITE,42mCd,0603"
"D9_PORTF","KT-0603W","TopLayer","LED-0603-GREEN","2670.153","-1545.000","0","LED,SMD,WHITE,42mCd,0603"
"D9_PORTE","KT-0603W","TopLayer","LED-0603-GREEN","2670.153","-2790.000","0","LED,SMD,WHITE,42mCd,0603"
"D9_PORTD","KT-0603W","TopLayer","LED-0603-GREEN","625.626","-2914.527","180","LED,SMD,WHITE,42mCd,0603"
"D9_PORTC","KT-0603W","TopLayer","LED-0603-GREEN","625.779","-1669.527","180","LED,SMD,WHITE,42mCd,0603"
"D9_PORTB","KT-0603W","TopLayer","LED-0603-GREEN","625.626","-424.527","180","LED,SMD,WHITE,42mCd,0603"
"D9_PORTA","KT-0603W","TopLayer","LED-0603-GREEN","625.626","820.473","180","LED,SMD,WHITE,42mCd,0603"
"D8_PORTG","KT-0603W","TopLayer","LED-0603-GREEN","2672.319","-150.000","0","LED,SMD,WHITE,42mCd,0603"
"D8_PORTF","KT-0603W","TopLayer","LED-0603-GREEN","2672.319","-1395.000","0","LED,SMD,WHITE,42mCd,0603"
"D8_PORTE","KT-0603W","TopLayer","LED-0603-GREEN","2672.319","-2640.000","0","LED,SMD,WHITE,42mCd,0603"
